Site_ID_split,Level_layer_concentration,TaxUnit,TaxUnit_unique,Timeslice,Long,Lat,Dating_BP,Dating_method,Dating_qual,Site_type,Site_strat,Ass_pos,Ass_coh,Site_fau2,Site_excav,Key_references,Macro_region,Macro_region_code,Site_ID,LabCode/Ref,Site (from main datasheet + 14c-palaeolithic),Site_ID (from main datasheet),Layer/Context (from main datasheet),Additional info on layer/context not originally in the datasheet,TaxUnit (from main datasheet),Conv_C14_date,Conv_std,AMS_C14_date,AMS_Pm/Std,Dated material,Dated species,Informaton on pretreatment,Source (Database/Literature),Org. Lit. Reference (if given),Other comments/observation,median_SPD_age_calBP,oneSigma_rangeMin,oneSigma_rangeMax
LeCloseauLocus14,"Locus 14,20,25,26,34,36",Late Azilian,LAzil_NF,23,2.158193,48.869548,"11,3-10,5 BP",C14 (charcoal),Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,"Bodu 1998,Mevel and Bodu 2018",Northern France,NF,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36",Lyon-7189,Le Closeau,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36","Locus 14,20,25,26,34,36",NA,Late Azilian,10670,110,NA,NA,charcoal,NA,NA,Bodu and Valentin 1997,Bodu and Valentin 1997,NA,12657,12482,12832
LeCloseauLocus14,"Locus 14,20,25,26,34,36",Late Azilian,LAzil_NF,23,2.158193,48.869548,"11,3-10,5 BP",C14 (charcoal),Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,"Bodu 1998,Mevel and Bodu 2018",Northern France,NF,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36",Lyon-7190,Le Closeau,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36","Locus 14,20,25,26,34,36",NA,Late Azilian,10470,110,NA,NA,charcoal,NA,NA,Bodu and Valentin 1997,Bodu and Valentin 1997,NA,12657,12482,12832
LeCloseauLocus20,"Locus 14,20,25,26,34,36",Late Azilian,LAzil_NF,23,2.158193,48.869548,"11,3-10,5 BP",C14 (charcoal),Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,"Bodu 1998,Mevel and Bodu 2018",Northern France,NF,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36",OxA-6337,Le Closeau,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36","Locus 14,20,25,26,34,36",NA,Late Azilian,10840,130,NA,NA,bone,NA,NA,Bodu and Valentin 1997,Bodu and Valentin 1997,NA,12657,12482,12832
LeCloseauLocus20,"Locus 14,20,25,26,34,36",Late Azilian,LAzil_NF,23,2.158193,48.869548,"11,3-10,5 BP",C14 (charcoal),Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,"Bodu 1998,Mevel and Bodu 2018",Northern France,NF,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36",Lyon-206,Le Closeau,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36","Locus 14,20,25,26,34,36",NA,Late Azilian,10650,75,NA,NA,charcoal,NA,NA,Bodu and Valentin 1997,Bodu and Valentin 1997,NA,12657,12482,12832
LeCloseauLocus20,"Locus 14,20,25,26,34,36",Late Azilian,LAzil_NF,23,2.158193,48.869548,"11,3-10,5 BP",C14 (charcoal),Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,"Bodu 1998,Mevel and Bodu 2018",Northern France,NF,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36",Lyon-7189,Le Closeau,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36","Locus 14,20,25,26,34,36",NA,Late Azilian,10670,110,NA,NA,charcoal,NA,NA,Bodu and Valentin 1997,Bodu and Valentin 1997,NA,12657,12482,12832
LeCloseauLocus20,"Locus 14,20,25,26,34,36",Late Azilian,LAzil_NF,23,2.158193,48.869548,"11,3-10,5 BP",C14 (charcoal),Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,"Bodu 1998,Mevel and Bodu 2018",Northern France,NF,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36",Lyon-7190,Le Closeau,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36","Locus 14,20,25,26,34,36",NA,Late Azilian,10470,110,NA,NA,charcoal,NA,NA,Bodu and Valentin 1997,Bodu and Valentin 1997,NA,12657,12482,12832
LeCloseauLocus26,"Locus 14,20,25,26,34,36",Late Azilian,LAzil_NF,23,2.158193,48.869548,"11,3-10,5 BP",C14 (charcoal),Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,"Bodu 1998,Mevel and Bodu 2018",Northern France,NF,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36",OxA-6337,Le Closeau,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36","Locus 14,20,25,26,34,36",NA,Late Azilian,10840,130,NA,NA,bone,NA,NA,Bodu and Valentin 1997,Bodu and Valentin 1997,NA,12657,12482,12832
LeCloseauLocus26,"Locus 14,20,25,26,34,36",Late Azilian,LAzil_NF,23,2.158193,48.869548,"11,3-10,5 BP",C14 (charcoal),Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,"Bodu 1998,Mevel and Bodu 2018",Northern France,NF,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36",Lyon-206,Le Closeau,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36","Locus 14,20,25,26,34,36",NA,Late Azilian,10650,75,NA,NA,charcoal,NA,NA,Bodu and Valentin 1997,Bodu and Valentin 1997,NA,12657,12482,12832
LeCloseauLocus26,"Locus 14,20,25,26,34,36",Late Azilian,LAzil_NF,23,2.158193,48.869548,"11,3-10,5 BP",C14 (charcoal),Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,"Bodu 1998,Mevel and Bodu 2018",Northern France,NF,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36",Lyon-7189,Le Closeau,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36","Locus 14,20,25,26,34,36",NA,Late Azilian,10670,110,NA,NA,charcoal,NA,NA,Bodu and Valentin 1997,Bodu and Valentin 1997,NA,12657,12482,12832
LeCloseauLocus26,"Locus 14,20,25,26,34,36",Late Azilian,LAzil_NF,23,2.158193,48.869548,"11,3-10,5 BP",C14 (charcoal),Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,"Bodu 1998,Mevel and Bodu 2018",Northern France,NF,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36",Lyon-7190,Le Closeau,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36","Locus 14,20,25,26,34,36",NA,Late Azilian,10470,110,NA,NA,charcoal,NA,NA,Bodu and Valentin 1997,Bodu and Valentin 1997,NA,12657,12482,12832
LeCloseauLocus34,"Locus 14,20,25,26,34,36",Late Azilian,LAzil_NF,23,2.158193,48.869548,"11,3-10,5 BP",C14 (charcoal),Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,"Bodu 1998,Mevel and Bodu 2018",Northern France,NF,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36",OxA-6337,Le Closeau,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36","Locus 14,20,25,26,34,36",NA,Late Azilian,10840,130,NA,NA,bone,NA,NA,Bodu and Valentin 1997,Bodu and Valentin 1997,NA,12657,12482,12832
LeCloseauLocus34,"Locus 14,20,25,26,34,36",Late Azilian,LAzil_NF,23,2.158193,48.869548,"11,3-10,5 BP",C14 (charcoal),Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,"Bodu 1998,Mevel and Bodu 2018",Northern France,NF,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36",Lyon-206,Le Closeau,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36","Locus 14,20,25,26,34,36",NA,Late Azilian,10650,75,NA,NA,charcoal,NA,NA,Bodu and Valentin 1997,Bodu and Valentin 1997,NA,12657,12482,12832
LeCloseauLocus34,"Locus 14,20,25,26,34,36",Late Azilian,LAzil_NF,23,2.158193,48.869548,"11,3-10,5 BP",C14 (charcoal),Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,"Bodu 1998,Mevel and Bodu 2018",Northern France,NF,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36",Lyon-7189,Le Closeau,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36","Locus 14,20,25,26,34,36",NA,Late Azilian,10670,110,NA,NA,charcoal,NA,NA,Bodu and Valentin 1997,Bodu and Valentin 1997,NA,12657,12482,12832
LeCloseauLocus34,"Locus 14,20,25,26,34,36",Late Azilian,LAzil_NF,23,2.158193,48.869548,"11,3-10,5 BP",C14 (charcoal),Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,"Bodu 1998,Mevel and Bodu 2018",Northern France,NF,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36",Lyon-7190,Le Closeau,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36","Locus 14,20,25,26,34,36",NA,Late Azilian,10470,110,NA,NA,charcoal,NA,NA,Bodu and Valentin 1997,Bodu and Valentin 1997,NA,12657,12482,12832
LeCloseauLocus36,"Locus 14,20,25,26,34,36",Late Azilian,LAzil_NF,23,2.158193,48.869548,"11,3-10,5 BP",C14 (charcoal),Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,"Bodu 1998,Mevel and Bodu 2018",Northern France,NF,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36",OxA-6337,Le Closeau,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36","Locus 14,20,25,26,34,36",NA,Late Azilian,10840,130,NA,NA,bone,NA,NA,Bodu and Valentin 1997,Bodu and Valentin 1997,NA,12657,12482,12832
LeCloseauLocus36,"Locus 14,20,25,26,34,36",Late Azilian,LAzil_NF,23,2.158193,48.869548,"11,3-10,5 BP",C14 (charcoal),Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,"Bodu 1998,Mevel and Bodu 2018",Northern France,NF,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36",Lyon-206,Le Closeau,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36","Locus 14,20,25,26,34,36",NA,Late Azilian,10650,75,NA,NA,charcoal,NA,NA,Bodu and Valentin 1997,Bodu and Valentin 1997,NA,12657,12482,12832
LeCloseauLocus36,"Locus 14,20,25,26,34,36",Late Azilian,LAzil_NF,23,2.158193,48.869548,"11,3-10,5 BP",C14 (charcoal),Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,"Bodu 1998,Mevel and Bodu 2018",Northern France,NF,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36",Lyon-7189,Le Closeau,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36","Locus 14,20,25,26,34,36",NA,Late Azilian,10670,110,NA,NA,charcoal,NA,NA,Bodu and Valentin 1997,Bodu and Valentin 1997,NA,12657,12482,12832
LeCloseauLocus36,"Locus 14,20,25,26,34,36",Late Azilian,LAzil_NF,23,2.158193,48.869548,"11,3-10,5 BP",C14 (charcoal),Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,"Bodu 1998,Mevel and Bodu 2018",Northern France,NF,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36",Lyon-7190,Le Closeau,"LeCloseauLocus14,LeCloseauLocus20,LeCloseauLocus26,LeCloseauLocus34,LeCloseauLocus36","Locus 14,20,25,26,34,36",NA,Late Azilian,10470,110,NA,NA,charcoal,NA,NA,Bodu and Valentin 1997,Bodu and Valentin 1997,NA,12657,12482,12832
Alizay,single layer,Belloisian,Bell_NF,4,1.16366918862756,49.3158939921655,"9,6 BP",C14 (fauna),Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,After 2000,"Bemilli et al. 2014,Biard and Bemilli 2018",Northern France,NF,Alizay,Beta-333640,Alizay,Alizay,single layer,NA,Belloisian,9960,40,NA,NA,bone,Bos primigenius,NA,NA,Bemilli 2017,NA,11379,11267,11598
EtiollesQ31,"U5/P15,Q31",Upper Magdalenian,UMag_NF,1,2.46553869365135,48.6331090800784,13-12 BP,C14 (fauna),Reliable,Openair,Stratified,Primary/insitu,Homogeneous,TRUE,1980-2000,"Pigeot 1987,Olive 1988,Pigeot 2004,Olive et al. 2019,Roblin-Jouve et al. 2016",Northern France,NF,EtiollesQ31,OxA-12019,Etiolles,EtiollesQ31,Q31 locus 1,NA,Upper Magdalenian,NA,NA,12315,55,bone,mammoth,NA,Radiocarbon Palaeolithic Europe Database v27,"Caron-Laviolette E. e.a. 2018, Quaternary International 49: 12-29,",NA,14293,14112,14787
SunHole,"upper part pleistocene levels, 1951-54, unclear",Creswellian/Late Magdalenian,Cres_GBS,1,-2.764321,51.283486,"15,000-14,000",C14,Reliable,Cave,Stratified,Primary/insitu,Homogeneous,TRUE,1950-1980,"Tratman 1955,Collcutt et al. 1981,Stevens et al. 2010,Jacobi and Higham 2009,2011",Britain and Scotland,GBS,SunHole,OxA-14476,Sun Hole (2),SunHole,NA,NA,Late? Upper Palaeolithic (Creswellian),NA,NA,12610,90,fractured right P4,Equus ferus,NA,Radiocarbon Palaeolithic Europe Database v27,"Richards M., Hedges R. 2000. JAS 27: 1-89. Otte M., 1997. In Fagnart & Thevenin, Le Tardiglaciaire en Europe du Nord-ouest: 363. Jacobi R.M.2009. QSR 28: 1895-1913.",NA,14662,14315,15151
SunHole,"upper part pleistocene levels, 1951-54, unclear",Creswellian/Late Magdalenian,Cres_GBS,1,-2.764321,51.283486,"15,000-14,000",C14,Reliable,Cave,Stratified,Primary/insitu,Homogeneous,TRUE,1950-1980,"Tratman 1955,Collcutt et al. 1981,Stevens et al. 2010,Jacobi and Higham 2009,2011",Britain and Scotland,GBS,SunHole,BM-524,Sun Hole (2),SunHole,NA,NA,Late? Upper Palaeolithic (Creswellian),12378,150,NA,NA,bone,Ursus,NA,Radiocarbon Palaeolithic Europe Database v27,"Richards M., Hedges R. 2000. JAS 27: 1-89. Otte M., 1997. In Fagnart & Thevenin, Le Tardiglaciaire en Europe du Nord-ouest: 363. Jacobi R.M.2009. QSR 28: 1895-1913.",from underlying levels,14662,14315,15151
SunHole,"upper part pleistocene levels, 1951-54, unclear",Creswellian/Late Magdalenian,Cres_GBS,1,-2.764321,51.283486,"15,000-14,000",C14,Reliable,Cave,Stratified,Primary/insitu,Homogeneous,TRUE,1950-1980,"Tratman 1955,Collcutt et al. 1981,Stevens et al. 2010,Jacobi and Higham 2009,2011",Britain and Scotland,GBS,SunHole,OxA-0535,Sun Hole (2),SunHole,NA,NA,Late? Upper Palaeolithic (Creswellian),NA,NA,12210,160,bone,human,NA,Radiocarbon Palaeolithic Europe Database v27,"Richards M., Hedges R. 2000. JAS 27: 1-89. Otte M., 1997. In Fagnart & Thevenin, Le Tardiglaciaire en Europe du Nord-ouest: 363. Jacobi R.M.2009. QSR 28: 1895-1913.",NA,14662,14315,15151
SunHole,"upper part pleistocene levels, 1951-54, unclear",Creswellian/Late Magdalenian,Cres_GBS,1,-2.764321,51.283486,"15,000-14,000",C14,Reliable,Cave,Stratified,Primary/insitu,Homogeneous,TRUE,1950-1980,"Tratman 1955,Collcutt et al. 1981,Stevens et al. 2010,Jacobi and Higham 2009,2011",Britain and Scotland,GBS,SunHole,OxA-14438,Sun Hole (2),SunHole,NA,NA,Late? Upper Palaeolithic (Creswellian),NA,NA,12545,55,fractured shaft fragment of left tibia,Equus ferus,NA,Radiocarbon Palaeolithic Europe Database v27,"Richards M., Hedges R. 2000. JAS 27: 1-89. Otte M., 1997. In Fagnart & Thevenin, Le Tardiglaciaire en Europe du Nord-ouest: 363. Jacobi R.M.2009. QSR 28: 1895-1913.",NA,14662,14315,15151
SunHole,"upper part pleistocene levels, 1951-54, unclear",Creswellian/Late Magdalenian,Cres_GBS,1,-2.764321,51.283486,"15,000-14,000",C14,Reliable,Cave,Stratified,Primary/insitu,Homogeneous,TRUE,1950-1980,"Tratman 1955,Collcutt et al. 1981,Stevens et al. 2010,Jacobi and Higham 2009,2011",Britain and Scotland,GBS,SunHole,OxA-18705,Sun Hole (2),SunHole,NA,NA,Late? Upper Palaeolithic (Creswellian),NA,NA,12490,45,left M1,Equus ferus,NA,Radiocarbon Palaeolithic Europe Database v27,"Richards M., Hedges R. 2000. JAS 27: 1-89. Otte M., 1997. In Fagnart & Thevenin, Le Tardiglaciaire en Europe du Nord-ouest: 363. Jacobi R.M.2009. QSR 28: 1895-1913.",cut-marked,14662,14315,15151
SunHole,"upper part pleistocene levels, 1951-54, unclear",Creswellian/Late Magdalenian,Cres_GBS,1,-2.764321,51.283486,"15,000-14,000",C14,Reliable,Cave,Stratified,Primary/insitu,Homogeneous,TRUE,1950-1980,"Tratman 1955,Collcutt et al. 1981,Stevens et al. 2010,Jacobi and Higham 2009,2011",Britain and Scotland,GBS,SunHole,OxA-535,Sun Hole,SunHole,5th foor of pleistocene sediment,NA,Late Palaeolithic,NA,NA,12210,160,Left ulna,Human,NA,Radiocarbon Palaeolithic Europe Database v27,"Archaeometry, 28, 1986, 118",NA,14662,14315,15151
SunHole,"upper part pleistocene levels, 1951-54, unclear",Creswellian/Late Magdalenian,Cres_GBS,1,-2.764321,51.283486,"15,000-14,000",C14,Reliable,Cave,Stratified,Primary/insitu,Homogeneous,TRUE,1950-1980,"Tratman 1955,Collcutt et al. 1981,Stevens et al. 2010,Jacobi and Higham 2009,2011",Britain and Scotland,GBS,SunHole,OxA-19557,Sun Hole (2),SunHole,NA,NA,Late? Upper Palaeolithic (Creswellian),NA,NA,12620,50,proxiam shaft fragment of left ulna,Human,NA,Radiocarbon Palaeolithic Europe Database v27,"Richards M., Hedges R. 2000. JAS 27: 1-89. Otte M., 1997. In Fagnart & Thevenin, Le Tardiglaciaire en Europe du Nord-ouest: 363. Jacobi R.M.2009. QSR 28: 1895-1913.",NA,14662,14315,15151
SunHole,"upper part pleistocene levels, 1951-54, unclear",Creswellian/Late Magdalenian,Cres_GBS,1,-2.764321,51.283486,"15,000-14,000",C14,Reliable,Cave,Stratified,Primary/insitu,Homogeneous,TRUE,1950-1980,"Tratman 1955,Collcutt et al. 1981,Stevens et al. 2010,Jacobi and Higham 2009,2011",Britain and Scotland,GBS,SunHole,OxA-14477,Sun Hole (2),SunHole,NA,NA,Late? Upper Palaeolithic (Creswellian),NA,NA,12540,75,right M1,Equus ferus,NA,Radiocarbon Palaeolithic Europe Database v27,"Richards M., Hedges R. 2000. JAS 27: 1-89. Otte M., 1997. In Fagnart & Thevenin, Le Tardiglaciaire en Europe du Nord-ouest: 363. Jacobi R.M.2009. QSR 28: 1895-1913.",NA,14662,14315,15151
SunHole,"upper part pleistocene levels, 1951-54, unclear",Creswellian/Late Magdalenian,Cres_GBS,1,-2.764321,51.283486,"15,000-14,000",C14,Reliable,Cave,Stratified,Primary/insitu,Homogeneous,TRUE,1950-1980,"Tratman 1955,Collcutt et al. 1981,Stevens et al. 2010,Jacobi and Higham 2009,2011",Britain and Scotland,GBS,SunHole,OxA-4986,Sun Hole (2),SunHole,NA,NA,Late? Upper Palaeolithic (Creswellian),NA,NA,11530,120,"tooth, M1",NA,NA,Radiocarbon Palaeolithic Europe Database v27,"Richards M., Hedges R. 2000. JAS 27: 1-89. Otte M., 1997. In Fagnart & Thevenin, Le Tardiglaciaire en Europe du Nord-ouest: 363. Jacobi R.M.2009. QSR 28: 1895-1913.",from M5.2/14.0,14662,14315,15151
GoughsCave,low stratigraphic resolution early excavation assemblage,Creswellian/Late Magdalenian,Cres_GBS,1,-2.765884,51.2819,"15,000-14,000",C14,Reliable,Cave,Stratified,Secondary/relocated,Mixed,TRUE,Before WW2,"Jacobi and Higham 2009,2011",Britain and Scotland,GBS,GoughsCave,OxA-465,"Gough's (New) Cave, British Museum Excavation 1987-1989",GoughsCave,1986 excavation,NA,Creswellian/Late Magdalenian,NA,NA,12360,170,bone,Horse,NA,Jacobi and Higham 2011,Jacobi and Higham 2011,NA,14818,14367,15110
GoughsCave,low stratigraphic resolution early excavation assemblage,Creswellian/Late Magdalenian,Cres_GBS,1,-2.765884,51.2819,"15,000-14,000",C14,Reliable,Cave,Stratified,Secondary/relocated,Mixed,TRUE,Before WW2,"Jacobi and Higham 2009,2011",Britain and Scotland,GBS,GoughsCave,OxA-17833,"Gough's (New) Cave, British Museum Excavation 1987-1989",GoughsCave,1986 excavation,NA,Creswellian/Late Magdalenian,NA,NA,12570,45,bone,Horse,NA,Jacobi and Higham 2011,Jacobi and Higham 2011,NA,14818,14367,15110
GoughsCave,low stratigraphic resolution early excavation assemblage,Creswellian/Late Magdalenian,Cres_GBS,1,-2.765884,51.2819,"15,000-14,000",C14,Reliable,Cave,Stratified,Secondary/relocated,Mixed,TRUE,Before WW2,"Jacobi and Higham 2009,2011",Britain and Scotland,GBS,GoughsCave,OxA-466,"Gough's (New) Cave, British Museum Excavation 1987-1989",GoughsCave,1986 excavation,NA,Creswellian/Late Magdalenian,NA,NA,12800,170,bone,Cervus elaphus,NA,Jacobi and Higham 2011,Jacobi and Higham 2011,NA,14818,14367,15110
GoughsCave,low stratigraphic resolution early excavation assemblage,Creswellian/Late Magdalenian,Cres_GBS,1,-2.765884,51.2819,"15,000-14,000",C14,Reliable,Cave,Stratified,Secondary/relocated,Mixed,TRUE,Before WW2,"Jacobi and Higham 2009,2011",Britain and Scotland,GBS,GoughsCave,OxA-16378,"Gough's (New) Cave, British Museum Excavation 1987-1989",GoughsCave,1986 excavation,NA,Creswellian/Late Magdalenian,NA,NA,12515,50,bone,Cervus elaphus,NA,Jacobi and Higham 2011,Jacobi and Higham 2011,NA,14818,14367,15110
GoughsCave,low stratigraphic resolution early excavation assemblage,Creswellian/Late Magdalenian,Cres_GBS,1,-2.765884,51.2819,"15,000-14,000",C14,Reliable,Cave,Stratified,Secondary/relocated,Mixed,TRUE,Before WW2,"Jacobi and Higham 2009,2011",Britain and Scotland,GBS,GoughsCave,OxA-1071,"Gough's (New) Cave, British Museum Excavation 1987-1989",GoughsCave,1986 excavation,NA,Creswellian/Late Magdalenian,NA,NA,12300,180,bone,Cervus elaphus,NA,Jacobi and Higham 2011,Jacobi and Higham 2011,NA,14818,14367,15110
GoughsCave,low stratigraphic resolution early excavation assemblage,Creswellian/Late Magdalenian,Cres_GBS,1,-2.765884,51.2819,"15,000-14,000",C14,Reliable,Cave,Stratified,Secondary/relocated,Mixed,TRUE,Before WW2,"Jacobi and Higham 2009,2011",Britain and Scotland,GBS,GoughsCave,OxA-17845,"Gough's (New) Cave, British Museum Excavation 1987-1989",GoughsCave,1986 excavation,NA,Creswellian/Late Magdalenian,NA,NA,12500,50,bone,Cervus elaphus,NA,Jacobi and Higham 2011,Jacobi and Higham 2011,NA,14818,14367,15110
GoughsCave,low stratigraphic resolution early excavation assemblage,Creswellian/Late Magdalenian,Cres_GBS,1,-2.765884,51.2819,"15,000-14,000",C14,Reliable,Cave,Stratified,Secondary/relocated,Mixed,TRUE,Before WW2,"Jacobi and Higham 2009,2011",Britain and Scotland,GBS,GoughsCave,OxA-465,Gough's (New) Cave,GoughsCave,low stratigraphic resolution early excavation assemblage,NA,Creswellian/Late Magdalenian,NA,NA,12360,170,bone,Horse,NA,Jacobi and Higham 2011,Jacobi and Higham 2011,NA,14818,14367,15110
GoughsCave,low stratigraphic resolution early excavation assemblage,Creswellian/Late Magdalenian,Cres_GBS,1,-2.765884,51.2819,"15,000-14,000",C14,Reliable,Cave,Stratified,Secondary/relocated,Mixed,TRUE,Before WW2,"Jacobi and Higham 2009,2011",Britain and Scotland,GBS,GoughsCave,OxA-17833,Gough's (New) Cave,GoughsCave,low stratigraphic resolution early excavation assemblage,NA,Creswellian/Late Magdalenian,NA,NA,12570,45,bone,Horse,NA,Jacobi and Higham 2011,Jacobi and Higham 2011,NA,14818,14367,15110
GoughsCave,low stratigraphic resolution early excavation assemblage,Creswellian/Late Magdalenian,Cres_GBS,1,-2.765884,51.2819,"15,000-14,000",C14,Reliable,Cave,Stratified,Secondary/relocated,Mixed,TRUE,Before WW2,"Jacobi and Higham 2009,2011",Britain and Scotland,GBS,GoughsCave,OxA-466,Gough's (New) Cave,GoughsCave,low stratigraphic resolution early excavation assemblage,NA,Creswellian/Late Magdalenian,NA,NA,12800,170,bone,Cervus elaphus,NA,Jacobi and Higham 2011,Jacobi and Higham 2011,NA,14818,14367,15110
GoughsCave,low stratigraphic resolution early excavation assemblage,Creswellian/Late Magdalenian,Cres_GBS,1,-2.765884,51.2819,"15,000-14,000",C14,Reliable,Cave,Stratified,Secondary/relocated,Mixed,TRUE,Before WW2,"Jacobi and Higham 2009,2011",Britain and Scotland,GBS,GoughsCave,OxA-16378,Gough's (New) Cave,GoughsCave,low stratigraphic resolution early excavation assemblage,NA,Creswellian/Late Magdalenian,NA,NA,12515,50,bone,Cervus elaphus,NA,Jacobi and Higham 2011,Jacobi and Higham 2011,NA,14818,14367,15110
GoughsCave,low stratigraphic resolution early excavation assemblage,Creswellian/Late Magdalenian,Cres_GBS,1,-2.765884,51.2819,"15,000-14,000",C14,Reliable,Cave,Stratified,Secondary/relocated,Mixed,TRUE,Before WW2,"Jacobi and Higham 2009,2011",Britain and Scotland,GBS,GoughsCave,OxA-1071,Gough's (New) Cave,GoughsCave,low stratigraphic resolution early excavation assemblage,NA,Creswellian/Late Magdalenian,NA,NA,12300,180,bone,Cervus elaphus,NA,Jacobi and Higham 2011,Jacobi and Higham 2011,NA,14818,14367,15110
